,SMH,USD,SOXL,SPY,QQQ,TQQQ,NVDA,FNGU,FNGS,MAGS,MAGX,MAG7.L,NVD3.L,QQQ5.L,SMH3.L,IYW,IGM,XLKS.MI
13,0.9552139437346838,0.9724847276520311,0.5373632759204086,1.2239077123737554,1.1445917290378513,0.8902487956384691,1.267132513861693,0.8763124414094485,1.1117455983361637,1.253177681428494,0.8859737608889672,0.2168126275325758,0.9257407665744459,0.7601309758131042,0.7143653921755304,1.1626687694951001,1.1986605539654023,1.2708283186240956
14,1.035033312416199,1.0391259727627686,0.5765855418056609,1.3012835146118844,1.2272174213137392,0.9388069678478246,1.326958133492314,0.9118041484452039,1.1782843186380956,1.362765489158675,1.0402957309937915,0.15356221893624702,0.968755644220151,0.787783816160359,0.7615283533568514,1.2541943733230994,1.2864125861138676,1.4099483759091882
15,1.1359031335760175,1.1172256599689456,0.6245656672680518,1.3905863724169076,1.3405512021735886,1.0186966865332203,1.4040602184633613,0.9782374963069805,1.270285028255755,1.5126041219585433,1.2770524087465847,0.21971333265891418,1.0193782169740866,0.8465311509333601,0.8146878939943276,1.382533350748628,1.4032177663128456,1.5860396211903496
16,1.1995062182504255,1.1642740357455121,0.6575370748752166,1.442701874692503,1.4112923497634418,1.0673632297979583,1.4718069955681543,1.024743071184212,1.339122695727891,1.6345532370432385,1.4977803502282427,0.45109270416845476,1.072113955893368,0.8842001910687196,0.850509016603915,1.461208729766156,1.4781754246750651,1.7090459436961385
17,1.2549700879503933,1.2085475105405417,0.692486609868394,1.4957176513534718,1.4779239452368254,1.1192181739842304,1.5165999024562402,1.0645342794362425,1.3911284942222901,1.6881466453063747,1.5069915401637446,0.6222504281346583,1.1086328045515688,0.9302491308586807,0.8855614013463239,1.5325307342875796,1.5488522484529863,1.8227938341727672
18,1.312035342367456,1.2500271098040803,0.7172169564380686,1.5597969470616364,1.5353749360016515,1.1479562570222177,1.5537507225458633,1.0760604259912288,1.4293287684468265,1.7802389385351358,1.665598880957991,1.0047003007658166,1.1085978224756203,0.9410766962802236,0.9089297786216299,1.5925371775393031,1.608012175184733,1.9235183678254237
19,1.3839294006523826,1.3112004967595674,0.7602218602391289,1.6615553277690553,1.6325516088467387,1.2147954181952403,1.5862516601182903,1.0997935830458545,1.4838283256017908,1.8948250946404677,2.350219597894415,1.9029429597526353,1.0898582688087222,0.9946765735415906,0.9441218939552795,1.6842895865862297,1.7015031628093464,2.0454471952832165
20,1.4395872673998527,1.3468965508597228,0.7958899764248657,1.7866568292840315,1.7194446366864409,1.257285139386618,1.5895235617006553,1.0923069076091154,1.5211007335233826,1.9965625359189871,3.690696313509134,2.001015641534214,1.0434502853141001,1.013599412777189,0.9731253522009491,1.7623891601876454,1.7881482199151844,2.13717054837191
21,1.4752226689151393,1.3730240435747938,0.8296629041728005,1.881404159603627,1.793177619141884,1.3054925085006028,1.618235803861593,1.100552653720221,1.5630433308519485,2.014280166394293,2.5402134156583185,1.3868902997007766,1.033360017628376,1.0503018239488484,0.9942372808621768,1.8452831906942768,1.867854590995582,2.185495732620309
22,1.5137798875626365,1.3965632841507496,0.8580288594569059,1.9717209609076307,1.8818036066588075,1.362164586303937,1.6559095655104725,1.1316222324935439,1.628512047656686,2.050483369523499,2.214877596692766,2.165907142495817,1.0477326563717604,1.0920170416978114,1.010509676958365,1.931232203585439,1.9504655119842367,2.240044469986929
23,1.5495974725039872,1.4158618816852078,0.8851742256250736,2.0745518651565127,1.979156511983844,1.4221400807081113,1.663779946805663,1.150815927377004,1.6940048448388998,2.1024699270584275,2.142189540362419,2.324189870316059,1.0111430310342535,1.1350898689685074,1.0263685852926097,2.010129112171154,2.0324689228454442,2.269500206941295
24,1.6149138070816458,1.4662677522237064,0.9305023271329066,2.1985760134311683,2.1249540700086054,1.5170391347622942,1.711515445917832,1.2095850315293215,1.783123653235144,2.2060111698193543,2.3909722492515533,2.9185822714975185,1.041590967381583,1.2062916093321039,1.0579022418363628,2.155298416584516,2.1648400677025172,2.351688320367259
25,1.6693993423605016,1.5122061636201842,0.9768480175689171,2.33455837767222,2.2300008052835754,1.5674158887830074,1.7575661121741344,1.2352769451201024,1.8567372784826521,2.355233831830834,2.7595057325929595,2.2079316062555554,1.04766803014261,1.2263507110821796,1.102499421497926,2.2475174025220674,2.2748849311488994,2.408841114512243
26,1.7026383918999008,1.5288907299989563,0.9973284704616997,2.4252676494882426,2.3195327795616456,1.6185537338279037,1.802073127148107,1.269559031866866,1.9288448351999017,2.410973755272187,2.4981297591661322,1.3478234522800099,1.0527496675983936,1.2618575853226175,1.1173902880442363,2.3291240755518197,2.3668212088469174,2.4881237166235763
