Date,Open,High,Low,Close,Volume
7/19/2023 16:00:00,24.04,24.08,23.37,23.58,90344
7/20/2023 16:00:00,22.83,23.04,21.8,22.03,127772
7/21/2023 16:00:00,22.41,22.63,21.94,21.96,68293
7/24/2023 16:00:00,22.16,22.28,21.74,22.06,44225
7/25/2023 16:00:00,22.27,23.19,22.27,22.91,83010
7/26/2023 16:00:00,22.6,22.64,21.77,22.3,91812
7/27/2023 16:00:00,23.31,23.98,22.72,22.94,245729
7/28/2023 16:00:00,23.69,23.98,23.36,23.83,124049
7/31/2023 16:00:00,24.09,24.1,23.73,23.96,76822
8/1/2023 16:00:00,23.7,24.11,23.5,24.02,70253
8/2/2023 16:00:00,23.4,23.41,21.59,22.04,185261
8/3/2023 16:00:00,21.5,22.28,21.45,21.96,148508
8/4/2023 16:00:00,22.04,22.65,21.58,21.99,118078
8/7/2023 16:00:00,22.3,22.53,22,22.53,57297
8/8/2023 16:00:00,21.91,21.92,21.25,21.78,110054
8/9/2023 16:00:00,21.61,21.61,20.34,20.5,407555
8/10/2023 16:00:00,20.55,21.27,20,20.27,106210
8/11/2023 16:00:00,19.79,19.79,19.1,19.26,148984
8/14/2023 16:00:00,19.06,20.88,18.92,20.88,157699
8/15/2023 16:00:00,20.99,21.26,20.45,20.47,93900
8/16/2023 16:00:00,20.6,20.61,19.79,19.79,65796
8/17/2023 16:00:00,19.99,20.07,19.35,19.49,89731
8/18/2023 16:00:00,18.97,19.75,18.73,19.61,156856
8/21/2023 16:00:00,20.11,21.54,20.04,21.5,151927
8/22/2023 16:00:00,22.16,22.19,20.68,20.81,126953
8/23/2023 16:00:00,20.7,21.93,20.49,21.85,154685
8/24/2023 16:00:00,23.15,23.34,20.84,20.87,216954
8/25/2023 16:00:00,20.85,21.43,19.92,20.65,173544
8/28/2023 16:00:00,21.08,21.25,20.35,21.23,85338
8/29/2023 16:00:00,21.04,22.72,20.95,22.57,136965
8/30/2023 16:00:00,22.55,23.13,22.2,22.86,445256
8/31/2023 16:00:00,22.85,23.4,22.85,23.21,103165
9/1/2023 16:00:00,23.4,23.41,22.55,22.87,69071
9/5/2023 16:00:00,22.61,23.14,22.48,22.89,64240
9/6/2023 16:00:00,22.77,22.85,21.73,22.18,84407
9/7/2023 16:00:00,21.09,21.34,20.65,21.28,107174
9/8/2023 16:00:00,21.14,21.48,20.78,20.93,53600
9/11/2023 16:00:00,21.47,21.48,20.3,20.87,86721
9/12/2023 16:00:00,20.63,21.21,20.51,20.54,62798
9/13/2023 16:00:00,20.47,21.24,20.47,20.88,75664
9/14/2023 16:00:00,21.3,21.3,20.85,21.15,48079
9/15/2023 16:00:00,20.93,20.93,19.68,19.82,95230
9/18/2023 16:00:00,19.27,20.04,19.18,19.91,82769
9/19/2023 16:00:00,19.8,19.83,19.28,19.56,87790
9/20/2023 16:00:00,19.68,19.8,18.72,18.73,90141
9/21/2023 16:00:00,18.13,18.43,17.86,17.88,128981
9/22/2023 16:00:00,18.25,18.6,18.13,18.27,56362
9/25/2023 16:00:00,18.12,18.65,17.95,18.6,62969
9/26/2023 16:00:00,18.26,18.63,17.97,18.1,82836
9/27/2023 16:00:00,18.4,18.65,17.92,18.45,64203
9/28/2023 16:00:00,18.37,19.38,18.24,19.06,234402
9/29/2023 16:00:00,19.59,19.77,19.14,19.26,47655
10/2/2023 16:00:00,19.36,20.03,19.34,19.76,92515
10/3/2023 16:00:00,19.5,19.88,18.62,18.87,81160
10/4/2023 16:00:00,19.07,19.36,18.74,19.32,49415
10/5/2023 16:00:00,19.3,19.57,18.96,19.43,122104
10/6/2023 16:00:00,19.09,20.32,18.88,20.24,174047
10/9/2023 16:00:00,19.7,20.23,19.4,20.09,77880
10/10/2023 16:00:00,20.17,20.91,20,20.53,115097
10/11/2023 16:00:00,20.7,21.05,20.51,21.02,83532
10/12/2023 16:00:00,21.04,21.83,20.84,21.29,255073
10/13/2023 16:00:00,21.37,21.38,20.03,20.1,98248
10/16/2023 16:00:00,20.02,20.75,20.02,20.64,78228
10/17/2023 16:00:00,19.51,20.13,18.74,19.77,147332
10/18/2023 16:00:00,19,19.28,18.62,18.83,97411
10/19/2023 16:00:00,19.18,19.2,18.25,18.35,59960
10/20/2023 16:00:00,18.23,18.58,17.7,17.7,240583
10/23/2023 16:00:00,17.5,18.51,17.28,18.08,445508
10/24/2023 16:00:00,18.24,18.65,18.05,18.63,72654
10/25/2023 16:00:00,18.23,18.24,16.93,17.09,168638
10/26/2023 16:00:00,17.09,17.5,16.26,16.45,166801
10/27/2023 16:00:00,16.98,17.13,16.59,16.81,75574
10/30/2023 16:00:00,16.87,17.18,16.41,16.82,206746
10/31/2023 16:00:00,16.64,16.95,16.07,16.91,104025
11/1/2023 16:00:00,16.95,17.92,16.95,17.89,114839
11/2/2023 16:00:00,18.56,19.01,18.29,18.77,201826
11/3/2023 16:00:00,19.11,20,19.02,19.74,201124
11/6/2023 16:00:00,19.88,20.14,19.45,19.95,139126
11/7/2023 16:00:00,19.94,20.38,19.77,20.23,84290
11/8/2023 16:00:00,20.34,20.58,20.17,20.52,116416
11/9/2023 16:00:00,20.91,21.51,20.45,20.54,304973
11/10/2023 16:00:00,21.04,22.08,20.86,22.03,298460
11/13/2023 16:00:00,21.82,22.07,21.54,21.81,118608
11/14/2023 16:00:00,22.81,23.24,22.63,23.1,184481
11/15/2023 16:00:00,23.39,23.39,22.64,23.08,157972
11/16/2023 16:00:00,22.87,23.34,22.75,23.29,115581
11/17/2023 16:00:00,23.14,23.55,22.99,23.44,86916
11/20/2023 16:00:00,23.5,24.41,23.4,24.3,168743
11/21/2023 16:00:00,23.84,23.9,23.23,23.54,145673
11/22/2023 16:00:00,23.67,24.13,22.85,23.19,196532
11/24/2023 13:15:00,23.11,23.26,22.87,22.89,65261
11/27/2023 16:00:00,22.81,23.33,22.72,22.9,96511
11/28/2023 16:00:00,22.65,22.84,22.29,22.61,133592
11/29/2023 16:00:00,23.12,23.55,22.86,22.89,100806
11/30/2023 16:00:00,22.95,22.95,21.88,22.22,116490
12/1/2023 16:00:00,22,22.51,21.64,22.34,120317
12/4/2023 16:00:00,21.78,21.81,21.07,21.64,195363
12/5/2023 16:00:00,21.25,21.77,21.2,21.74,157850
12/6/2023 16:00:00,22.3,22.38,21.1,21.17,106263
12/7/2023 16:00:00,21.47,22.3,21.38,22.25,85684
12/8/2023 16:00:00,22.24,22.91,22.23,22.75,175553
12/11/2023 16:00:00,23.11,24,22.95,23.8,203678
12/12/2023 16:00:00,23.49,24.52,23.46,24.5,200686
12/13/2023 16:00:00,24.55,25.42,24.48,25.17,228999
12/14/2023 16:00:00,25.54,26.29,25.5,26.1,303644
12/15/2023 16:00:00,26.11,27.02,26.11,26.59,174656
12/18/2023 16:00:00,26.72,27.12,26.4,26.96,136525
12/19/2023 16:00:00,26.77,27.01,26.6,27.01,133301
12/20/2023 16:00:00,26.76,26.96,25.41,25.44,206963
12/21/2023 16:00:00,26.26,26.64,26.07,26.57,149100
12/22/2023 16:00:00,26.87,26.96,26.27,26.63,109492
12/26/2023 16:00:00,26.87,27.61,26.87,27.42,188716
12/27/2023 16:00:00,27.68,27.75,27.32,27.49,93929
12/28/2023 16:00:00,27.68,27.76,27.45,27.49,109132
12/29/2023 16:00:00,27.57,27.75,26.83,27.21,117827
1/2/2024 16:00:00,26.53,26.53,25.05,25.46,399871
1/3/2024 16:00:00,24.76,25,24.4,24.5,217481
1/4/2024 16:00:00,24.27,24.9,24.09,24.41,224342
1/5/2024 16:00:00,24.65,25.33,24.53,24.91,189970
1/8/2024 16:00:00,25.41,27.05,25.3,27.04,211608
1/9/2024 16:00:00,26.75,28.02,26.43,27.44,149674
1/10/2024 16:00:00,27.72,27.83,27.05,27.73,226805
1/11/2024 16:00:00,27.97,28.35,26.92,28.06,263041
1/12/2024 16:00:00,28.09,28.31,27.6,27.9,113023
1/16/2024 16:00:00,28.15,29.4,28.09,29.05,468456
1/17/2024 16:00:00,28.72,28.72,27.57,28.53,208543
1/18/2024 16:00:00,29.95,30.32,29.2,30.05,303665
1/19/2024 16:00:00,30.99,32.76,30.54,32.76,434123
1/22/2024 16:00:00,33.4,33.65,32.32,32.91,490073
1/23/2024 16:00:00,32.82,33.2,32.06,33.17,329036
1/24/2024 16:00:00,33.81,35.49,33.37,34.37,346935
1/25/2024 16:00:00,35.5,35.6,33.84,34.32,273427
1/26/2024 16:00:00,33,33.54,32.43,32.66,286856
1/29/2024 16:00:00,32.87,33.61,32.66,33.6,136747
1/30/2024 16:00:00,33.57,33.92,32.73,33.07,246671
1/31/2024 16:00:00,31.85,32.96,31.27,31.99,282145
2/1/2024 16:00:00,32.28,32.94,31.75,32.79,187190
2/2/2024 16:00:00,33.21,34.79,33.04,34.52,256577
2/5/2024 16:00:00,35.6,36.44,34.74,36.23,497999
2/6/2024 16:00:00,36.48,36.58,33.96,35.2,394990
2/7/2024 16:00:00,35.64,36.71,35,36.7,252752
2/8/2024 16:00:00,36.78,37.7,36.55,36.93,222170
2/9/2024 16:00:00,37.5,38.96,37.19,38.9,282976
2/12/2024 16:00:00,39.11,40.65,38.24,38.88,362845
2/13/2024 16:00:00,36.67,38.82,36.29,37.99,438427
2/14/2024 16:00:00,38.99,39.7,38.21,39.58,369318
2/15/2024 16:00:00,39.94,40.05,38.85,39.12,219706
2/16/2024 16:00:00,40.19,40.58,38.67,38.83,391133
2/20/2024 16:00:00,38.19,38.24,35.28,36.72,554197
2/21/2024 16:00:00,35.6,36.02,34.7,35.76,327600
2/22/2024 16:00:00,40.64,42.6,40.07,42.39,744280
2/23/2024 16:00:00,43.51,44.54,41.35,42.04,435424
2/26/2024 16:00:00,42.99,43.52,42.13,42.68,298997
2/27/2024 16:00:00,43.01,43.05,41.6,42.48,160912
2/28/2024 16:00:00,41.5,42.15,40.99,41.45,245077
2/29/2024 16:00:00,42.7,43.74,42.15,43.37,314493
3/1/2024 16:00:00,44.35,47.29,44.26,47.11,547449
3/4/2024 16:00:00,48.34,50.71,47.98,49.05,612461
3/5/2024 16:00:00,48.3,48.9,46.91,48.08,576805
3/6/2024 16:00:00,50.32,51.6,49.25,50.47,609807
3/7/2024 16:00:00,51.91,54.27,51.75,54.1,597326
3/8/2024 16:00:00,55.45,56.73,48.52,49.08,1790997
3/11/2024 16:00:00,47.59,49.15,45.81,47.41,444171
3/12/2024 16:00:00,49.03,51.06,47.23,51.02,418275
3/13/2024 16:00:00,50.2,50.2,47.73,49.14,478890
3/14/2024 16:00:00,48.37,48.96,45.98,46.88,419201
3/15/2024 16:00:00,45.69,47.84,45.45,46.63,237367
3/18/2024 16:00:00,48.6,49.44,46.11,46.84,390859
3/19/2024 16:00:00,45.15,47.43,43.9,46.76,606918
3/20/2024 16:00:00,47.12,48.17,46.11,48.11,410710
3/21/2024 16:00:00,50.93,51.8,49.76,50.15,553921
3/22/2024 16:00:00,49.7,52.3,49.7,51.58,369410
3/25/2024 16:00:00,50.43,52.88,50.43,51.76,413968
3/26/2024 16:00:00,52.63,53,50.07,50.16,284119
3/27/2024 16:00:00,50.99,50.99,47.93,49.5,273888
3/28/2024 16:00:00,49.26,50.2,48.87,49.58,144362
4/1/2024 16:00:00,49.59,51.78,49.55,50.23,314214
4/2/2024 16:00:00,48.42,49.22,47.47,49.1,277302
4/3/2024 16:00:00,47.91,50.04,47.91,49.03,216842
4/4/2024 16:00:00,50.46,50.67,45.77,45.77,448250
4/5/2024 16:00:00,46.5,47.99,45.7,47.35,454042
4/8/2024 16:00:00,47.9,47.9,46.56,47.02,208733
4/9/2024 16:00:00,47.61,47.75,44.54,46.53,286924
4/10/2024 16:00:00,44.77,47.11,44.77,46.46,252362
4/11/2024 16:00:00,46.9,49.57,46.58,49.51,280103
4/12/2024 16:00:00,47.89,48.3,46.22,46.6,293350
4/15/2024 16:00:00,47.77,48.56,44.55,44.78,363025
4/16/2024 16:00:00,45.19,46.45,44.8,45.94,246595
4/17/2024 16:00:00,46.41,46.66,42.61,42.65,296186
4/18/2024 16:00:00,42.89,43.5,41.11,42.13,315020
4/19/2024 16:00:00,41.2,41.89,36.15,36.66,621097
4/22/2024 16:00:00,37.74,39.05,36.67,38.59,406732
4/23/2024 16:00:00,39.39,40.9,39.1,40.59,362472
4/24/2024 16:00:00,42.4,42.57,39.42,39.85,283128
4/25/2024 16:00:00,39.55,42.53,38.89,42.03,295185
4/26/2024 16:00:00,42.45,45.71,42.17,45.34,311206
4/29/2024 16:00:00,45.18,45.65,43.76,45.58,274413
4/30/2024 16:00:00,45.15,46.21,43.8,43.84,228231
5/1/2024 16:00:00,42.35,43.3,39.58,40.52,359106
5/2/2024 16:00:00,41.82,42.81,40.52,42.53,226601
5/3/2024 16:00:00,44.28,45.18,43.85,44.99,261957
5/6/2024 16:00:00,45.77,47.79,45.43,47.79,364247
5/7/2024 16:00:00,47.35,47.56,46.1,46.57,322563
5/8/2024 16:00:00,45.67,47,45.5,46.63,162593
5/9/2024 16:00:00,46.62,46.8,45.18,45.53,223173
5/10/2024 16:00:00,46.64,47.75,46.1,46.47,248386
5/13/2024 16:00:00,47.11,47.45,46.1,46.89,231570
5/14/2024 16:00:00,46.5,48.5,46.13,48.39,597009
5/15/2024 16:00:00,49.53,51.61,48.93,51.61,404723
5/16/2024 16:00:00,51.51,52.49,51.13,51.2,310739
5/17/2024 16:00:00,51.66,51.84,49.07,49.82,359303
5/20/2024 16:00:00,50.64,52.5,50.56,52.14,231108
5/21/2024 16:00:00,50.86,52.23,50.62,52.17,165612
5/22/2024 16:00:00,52.52,52.96,51.03,52.41,338654
5/23/2024 16:00:00,56.35,58.06,55.04,56.26,867053
5/24/2024 16:00:00,57.05,58.75,56.25,58.72,348258
5/28/2024 16:00:00,61.48,64.32,60.75,63.45,663174
5/29/2024 16:00:00,61.78,63.42,60.63,62.69,464126
5/30/2024 16:00:00,62.33,63.24,59.1,59.88,539157
5/31/2024 16:00:00,61.15,61.26,55.9,58.68,620559
6/3/2024 16:00:00,61.84,62.01,59.19,61.41,527887
6/4/2024 16:00:00,61.91,62.11,60.2,61.91,325634
6/5/2024 16:00:00,63.92,67.83,63.28,67.79,488550
6/6/2024 16:00:00,68.44,69.51,64.57,66.44,637818
6/7/2024 16:00:00,65.66,67.15,64.48,66.25,360749
6/10/2024 16:00:00,65.31,68.53,64.06,67.44,406389
6/11/2024 16:00:00,67.41,67.89,65.27,67.26,235014
6/12/2024 16:00:00,69.69,72.3,69.44,71.51,471314
6/13/2024 16:00:00,75.5,76.47,73.95,75.92,464746
6/14/2024 16:00:00,75.69,78.03,74.8,77.73,510284
6/17/2024 16:00:00,79.18,79.84,76.34,78.93,553354
6/18/2024 16:00:00,79,82.85,78.83,82.3,535495
6/20/2024 16:00:00,84.89,85.07,75.72,77.06,983368
6/21/2024 16:00:00,74.4,76.6,71.34,73.3,704092
6/24/2024 16:00:00,70.54,71.67,66.01,66.22,992510
6/25/2024 16:00:00,68.15,71.3,66.55,71.12,626617
6/26/2024 16:00:00,71.04,72.7,68.39,71.21,577506
6/27/2024 16:00:00,69.79,71.25,68.27,69.11,400884
6/28/2024 16:00:00,70.15,73.46,68.94,69.56,465871
7/1/2024 16:00:00,69.69,70.61,65.96,70.3,419679
7/2/2024 16:00:00,68.09,70.3,68.04,70.29,429701
7/3/2024 13:15:00,69.88,74.97,69.78,74.78,374793
7/5/2024 16:00:00,74.97,76.06,73,73.36,499023
7/8/2024 16:00:00,74.83,77.43,74.63,76.06,354663
7/9/2024 16:00:00,77.86,80.09,76,78.28,640053
7/10/2024 16:00:00,80.4,82,79.06,81.52,454408
7/11/2024 16:00:00,82.93,82.93,73.83,74.71,1073569
7/12/2024 16:00:00,75.39,79.05,74.47,76.17,514045
7/15/2024 16:00:00,77.41,78.25,74.77,76.02,432328
7/16/2024 16:00:00,76.26,76.55,72.67,74.89,418755
7/17/2024 16:00:00,69.25,69.56,64.4,64.42,1027203
7/18/2024 16:00:00,68.05,68.05,63.02,66.86,919002
7/19/2024 16:00:00,66.39,66.89,62.74,63.14,571952
7/22/2024 16:00:00,65.56,68.4,65,68.3,1028675
7/23/2024 16:00:00,66.9,68.71,66.79,67.24,425997
7/24/2024 16:00:00,64.43,64.92,58.48,58.99,1083813
7/25/2024 16:00:00,58,60.55,52.67,56.76,1283704
7/26/2024 16:00:00,59.82,59.82,56.86,58.09,403987
7/29/2024 16:00:00,58.8,61,56.78,57.02,361232
7/30/2024 16:00:00,57.5,57.78,50.18,51.04,1052843
7/31/2024 16:00:00,58.49,61.6,56.59,61.04,919020
8/1/2024 16:00:00,60.03,62.02,50.59,52.77,2384440
8/2/2024 16:00:00,47.57,50.38,45.45,48.97,1442942
8/5/2024 16:00:00,38.35,47.51,38,45.1,1333456
8/6/2024 16:00:00,46.61,49.59,44.65,46.83,863573
8/7/2024 16:00:00,50,50.69,42.76,42.97,1177323
8/8/2024 16:00:00,45.62,48.61,42.79,48.47,1180206
8/9/2024 16:00:00,48.06,49.17,46.94,48.36,604940
8/12/2024 16:00:00,48.94,51.86,48.8,50.55,487476
8/13/2024 16:00:00,53.33,56.08,52.21,56.08,847343
8/14/2024 16:00:00,57.5,57.84,54.26,56.94,636988
8/15/2024 16:00:00,58.52,62.34,57.77,61.88,936000
8/16/2024 16:00:00,60.98,63.09,60.28,62.75,462080
8/19/2024 16:00:00,62.39,66.58,61.36,66.55,680914
8/20/2024 16:00:00,65.52,66.63,63.2,64.33,544146
8/21/2024 16:00:00,64.58,66.4,64.06,65.75,414421
8/22/2024 16:00:00,67.19,67.79,60.72,61.19,936369
8/23/2024 16:00:00,63.21,66.05,62.6,65.42,697305
8/26/2024 16:00:00,65.05,66.43,61.04,62.27,593596
8/27/2024 16:00:00,61.24,64.39,59.95,63.78,482487
8/28/2024 16:00:00,63.37,63.89,59.13,61.16,540787
8/29/2024 16:00:00,59.45,61.63,56.26,56.82,640460
8/30/2024 16:00:00,58.99,60.44,57.22,59.19,403491
9/3/2024 16:00:00,56.61,56.61,48.61,49.38,976292
9/4/2024 16:00:00,47.51,51.14,47,48.86,606686
9/5/2024 16:00:00,47.27,50.74,47.27,48.84,322312
9/6/2024 16:00:00,48.09,48.26,43.38,44.42,648649
9/9/2024 16:00:00,45.85,46.79,44.7,46.77,484052
9/10/2024 16:00:00,47.5,48.39,45.82,48.25,593601
9/11/2024 16:00:00,49.01,54.84,47.32,54.52,1032462
9/12/2024 16:00:00,54.72,57.05,53.18,55.92,794174
9/13/2024 16:00:00,56.23,57.13,55.39,56.71,330514
9/16/2024 16:00:00,54.78,55.82,53.13,54.89,367259
9/17/2024 16:00:00,56.22,56.6,53.56,54.33,378471
9/18/2024 16:00:00,54.88,56.49,52.73,52.85,620176
9/19/2024 16:00:00,56.6,58.53,56.3,57.08,691062
9/20/2024 16:00:00,56.32,57.02,54.52,55.88,391931
9/23/2024 16:00:00,56.14,56.55,55.06,56.25,230690
9/24/2024 16:00:00,56.63,59.66,55.62,59.08,455868
9/25/2024 16:00:00,59.41,61.77,59.41,60.81,489075
9/26/2024 16:00:00,64.55,65.05,60.65,62.74,587927
9/27/2024 16:00:00,63.07,63.07,59.04,60.3,252721
